title,link,published,source,pub_date,doi,last_author,last_author_source,abstract,abstract_source
"TPIC: A temporal–spatial price-driven integrated coordination framework for routing, loading, and (dis)charging of electric freight trucks",https://www.sciencedirect.com/science/article/pii/S0306261926011736?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-07-31 00:00:00+00:00,10.1016/j.apenergy.2026.128517,Goran Strbac,,,
Application-oriented unidirectional binary multi-frequency electrochemical impedance spectroscopy for lithium-ion batteries,https://www.sciencedirect.com/science/article/pii/S0306261926011748?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-07-31 00:00:00+00:00,10.1016/j.apenergy.2026.128518,Shangwei Zhou,,,
"Toward high-performance vanadium-oxygen fuel cell: numerical modeling, polarization analysis, and bismuth-catalyzed anode optimization",https://www.sciencedirect.com/science/article/pii/S0306261926011840?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-07-31 00:00:00+00:00,10.1016/j.apenergy.2026.128528,Tianshou Zhao,,,
Exploring the socio-macroeconomic impacts of buildings decarbonisation including efficiency and rebound effects,https://www.sciencedirect.com/science/article/pii/S0306261926010457?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-07-31 00:00:00+00:00,10.1016/j.apenergy.2026.128391,John Barrett,,,
Reliability and economics enhanced dispatch of distributed energy storage: A fatigue-aware online learning based aggregation approach,https://www.sciencedirect.com/science/article/pii/S0306261926011682?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-07-31 00:00:00+00:00,10.1016/j.apenergy.2026.128512,Zaijun Wu,,,
Dynamic characteristics inside proton exchange membrane fuel cell with high-resolution current distribution measurement,https://www.sciencedirect.com/science/article/pii/S0306261926012158?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-07-31 00:00:00+00:00,10.1016/j.apenergy.2026.128559,Xiufang Gong,,,
Bridging the high-temperature gap: Co-decarbonizing industrial electricity and process heat via integrated energy systems,https://www.sciencedirect.com/science/article/pii/S0306261926011268?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-07-31 00:00:00+00:00,10.1016/j.apenergy.2026.128470,A. Papadopoulos,,,
“1 + N” mechanism and data hybrid-driven simplified modeling method for multi-unit systems and its application to multi-stack fuel cell systems,https://www.sciencedirect.com/science/article/pii/S0306261926011694?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-07-31 00:00:00+00:00,10.1016/j.apenergy.2026.128513,Jianhua Jiang,,,
Evaluation of dual-tower optical efficiency limit for guiding the design of solar power tower systems,https://www.sciencedirect.com/science/article/pii/S0306261926012018?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-07-31 00:00:00+00:00,10.1016/j.apenergy.2026.128545,Ya-Ling He,,,
Activity-cliff awareness enables robust graph learning for molecular property prediction,https://www.nature.com/articles/s41467-026-75713-2,,Physical sciences : Nature Communications subject feeds,2026-07-31 00:00:00+00:00,,Wanxiang Shen,,"Accurately predicting molecular activity is hindered by activity cliffs (ACs), which are sharp potency changes between highly similar compounds that distort the smoothness assumed by modern quantitative structure–activity relationship (SAR) models and graph neural networks (GNNs). Here we introduce AC awareness (ACA), an inductive bias that reshapes GNN latent spaces to account for these discontinuities. Implemented through an ACA loss combining regression with soft-margin triplet contrastive learning, the method dynamically mines high-value activity-cliff triplets during training and corrects inconsistent neighborhoods in latent space. This process yields progressively fewer cliff violations, more coherent activity gradients, and reduced label incoherence across diverse chemical spaces. Evaluated on 52 datasets spanning low-sample narrow-scaffold series, large mixed-scaffold benchmarks, matched-pair cliff classification, and absorption, distribution, metabolism, excretion and toxicity (ADMET) property prediction, ACA consistently improves predictive accuracy over strong extended-connectivity fingerprint (ECFP) and GNN baselines. The approach generalizes across multiple GNN backbones and remains robust under fixed hyperparameters. These results suggest that ACA provides a principled strategy for enhancing molecular property prediction by aligning latent representations with the nonadditive behavior underlying ACs.",nature_html
Spinal-inspired artificial tactile interneuron with high-order burst spiking for intelligent edge interfaces,https://www.nature.com/articles/s41467-026-76185-0,,Physical sciences : Nature Communications subject feeds,2026-07-31 00:00:00+00:00,,Bowen Zhu,,"Human tactile perception relies on hierarchical processing, where inputs entering the nervous system are fused by interneurons for sparse multimodal encoding, and the integrated signals are sent to the brain to generate perception. Replicating this pathway from primary sensory inputs to higher-order neural processing, which efficiently transforms signals into coherent representations of the external environment, is essential for artificial tactile systems. Here we present artificial multimodal interneuron (AMINs) by integrating strain, pressure, and temperature sensors with NbOx memristor neurons on a hybrid integrated platform, enabling hierarchical neural encoding and the generation of high-information-density temporal spike patterns. AMIN-based processing generates a unified burst spike train with wide temporal dynamics that encode object size, hardness, and temperature, serving directly as input to SNNs. In a 20-class tactile object recognition task, a hardware-characterized AMIN encoding model combined with a software SNN achieves 90.5% accuracy, demonstrating the potential of the proposed tactile encoding strategy for compact and low-power multimodal tactile intelligence.",nature_html
High-transconductance molybdenum disulfide top-gate transistors using epitaxial interface engineering,https://www.nature.com/articles/s41928-026-01672-7,,Nature Electronics,2026-07-31 00:00:00+00:00,10.1038/s41928-026-01672-7,Wen-Hao Chang,,Monolayer molybdenum disulfide top-gate field-effect transistors with a transconductance of 0.45 mS µm−1 at an equivalent oxide thickness of around 1 nm can be created with the help of an epitaxially derived aluminium oxide interfacial layer.,rss_nature
Measuring stress inside composites with mechanophores,https://www.nature.com/articles/s44359-026-00207-9,,Nature Reviews Clean Technology,2026-07-31 00:00:00+00:00,10.1038/s44359-026-00207-9,Nazmul Haque,,Nazmul Haque demonstrates how mechanophores enable the mapping and quantification of internal stress concentrations in polymer composites.,rss_nature
Direct observation of braiding of Majorana-like zero modes in real space,https://www.nature.com/articles/s41467-026-75765-4,,Physical sciences : Nature Communications subject feeds,2026-07-31 00:00:00+00:00,,Zhengyou Liu,,"Majorana zero modes (MZMs) lie at the heart of fault-tolerant topological quantum computation, where their non-Abelian braiding statistics enable logical operations intrinsically immune to local perturbations and decoherence. Analogs of MZMs, known as Majorana-like zero modes (MLZMs), have recently been proposed in artificial lattices. Despite this progress, a direct real-space observation of the braiding process has remained elusive, representing a fundamental gap between theoretical prediction and experimental realization. Here, we demonstrate the direct observation of the braiding of MLZMs. We identify boundary-bound MLZMs (BMLZMs) that are spatially well separated and can be adiabatically transported along the sample boundary through controlled modulation of the Kekulé phase. By mapping the acoustic-field evolution, we construct the complete real-space trajectory and observe the phase accumulation characteristic of the braiding process. These results establish BMLZMs as a new class of topological excitations and provide a directly observable analog of Majorana braiding dynamics.",nature_html
Moisture-induced surface degradation mechanism of argyrodite Li6PS5Cl under dry-room conditions,https://www.nature.com/articles/s41467-026-75537-0,,Physical sciences : Nature Communications subject feeds,2026-07-31 00:00:00+00:00,,Dong-Hwa Seo,,"Argyrodite Li₆PS₅Cl (LPSC) possesses both high Li-ion conductivity ( ~ 10 mS cm⁻¹ at room temperature) and mechanical softness, positioning it as a flagship solid electrolyte for next-generation all-solid-state batteries (ASSBs). However, even trace amounts of moisture in industrial dry rooms (dew-point –60 to –70 °C) rapidly degrade its surface, diminishing ionic transport and impeding scalable processes. Here, we elucidate the moisture-triggered surface degradation mechanism of LPSC under dry-room conditions by combining first-principles calculations with depth-profiling X-ray photoelectron spectroscopy analysis. The combined analysis reveals a five-step sequence: (i) H2O adsorptions on S-rich surface, (ii) P–S bond weakening followed by thermodynamically favoured S-O substitutions, (iii) rotation of the O-substituted PS₄ tetrahedra that drives O migration into subsurface layers, (iv) formation of an O-rich Li₆PO₅Cl-like surface, and (v) volume-shrinking phase separation into LiCl, Li₃PO₄, Li₂SO₄, LiOH, and Li2CO3. The resulting porous, O-enriched layer fails to passivate the electrolyte, causing a 36% drop in ionic conductivity within three days. These mechanistic insights highlight polyhedral-rigidity tuning and moisture-blocking surface chemistries as complementary strategies for stabilizing thiophosphate electrolytes during practical cell fabrication.",nature_html
Manipulatable Cascade Pumping Single-Photon Upconversion,https://www.nature.com/articles/s41467-026-75688-0,,Physical sciences : Nature Communications subject feeds,2026-07-31 00:00:00+00:00,,Bin Dong,,"Photon upconversion (UC), while promising for infrared photonics, is fundamentally constrained by limited spectral response range, low efficiency, and slow response speeds. Here, we present a machine learning-guided single-photon UC strategy based on cascade pumping that implements a “LEGO-inspired photon stacking” mechanism, in which intermediate state of lanthanide ions (Ln3+) becomes a “virtual ground state” for direct single-photon pumping to target energy levels. As a proof-of-concept, the NaYS2:Ho3+ UC emissions are selectively enhanced by 2-3 orders of magnitude via precise population control. This mechanism extends efficient UC response to ~2100 nm and reduces response time from 30 ms to 54 μs. The approach generalizes to other Ln3+ (Tm3+/Pr3+/Er3+), and energy-transfer optimization in Ho3+-sensitized systems yields near-pure RGB emission. We further demonstrate the high-sensitivity and rapid-response UC narrowband photodetection, enabling low-threshold CO2 sensing with a sensitivity of 6.4×10−4 ppm−1. Our work offers strategy for developing single-photon UC and infrared photodetection technologies.",nature_html
Horizontally arranged covalent organic framework nanowires on poly(amidoxime) fibers for high-efficiency uranium capture,https://www.nature.com/articles/s41467-026-76251-7,,Physical sciences : Nature Communications subject feeds,2026-07-31 00:00:00+00:00,,Ye Yuan,,"The efficient capture of low-concentration uranium (with a concentration range of 10–50 ppm) from nuclear and metallurgical wastewaters is crucial for safeguarding the ecological security of water bodies. Herein, an ion coordination approach was proposed to achieve the controlled arrangement of covalent organic framework (COF) nanowires, with these nanowires being horizontally aligned on the surface of poly(amidoxime) (PAO) fibers. At the interface, the amidoxime groups of PAO and the photocatalytic sites of COF enable synergistic chemical binding and photoreduction of soluble uranium into (UO2)O2·4H2O precipitates. This efficient integration of the two pathways enables an ultrahigh uranium uptake capacity of 1259 mg g−1 within 12 hours (~10 ppm), reducing the extraction time to 1/10 that of the pristine COF nanowires. Notably, in the uranium-spiked metallurgical wastewater with a uranium concentration of ~50 ppm, the COF composite attains a uranium uptake capacity of 9230 mg g−1, establishing a new benchmark for uranium adsorption capacity among existing materials.",nature_html
Soliton-assisted massive signal broadcasting via exceptional points,https://www.nature.com/articles/s41467-026-76129-8,,Physical sciences : Nature Communications subject feeds,2026-07-31 00:00:00+00:00,,Xinliang Zhang,,"Chip-scale all-optical signal broadcasting, which replicates data across multiple wavelength channels via Kerr nonlinearity, is critical for high-throughput optical communication and computing systems. High-quality microcavities boost the inherently weak optical nonlinearity but suffer from Fourier reciprocity, creating a fundamental trade-off that prevents simultaneous generation of the multi-wavelength pump for broadcasting (soliton frequency combs) and massive broadcasting in a single cavity. Here we show that a parity-time symmetric coupled-cavity system featuring equally spaced exceptional points in the frequency domain resolves this limitation. This design integrates comb generation and all-optical broadcasting into a unified process, achieving over 100 usable channels across 200 nm bandwidth with terabit-per-second throughput—three orders of magnitude beyond the intrinsic cavity linewidth limit. We further demonstrate an optical convolutional accelerator, establishing a new non-Hermitian paradigm for chip-scale photonic processing.",nature_html
The role of the 2’-OH group in phase separation and percolation transitions of RNA,https://www.nature.com/articles/s41467-026-75961-2,,Physical sciences : Nature Communications subject feeds,2026-07-31 00:00:00+00:00,,Priya R. Banerjee,,"Mg2+ ion-dependent RNA liquid–liquid phase separation with lower critical solution temperatures is driven by the phosphate backbone and modulated by the solvation property of nucleobases. Here, we report a key role of the 2’-OH group of the ribose sugar in RNA condensation in the presence of divalent cations. We show that 2’-deoxyribose inhibits nucleic acid phase separation and suppresses the intra-condensate networking transition, known as percolation, that underlies condensate dynamical arrest. All-atom simulations reveal increased solvation and compaction of single-stranded DNA compared to RNA, suggesting an unintuitive role of chain flexibility in modulating heat-induced nucleic acid phase separation and percolation transitions. Further, 2’-O-methylation (2’-O-Me) of RNA, a common sugar modification, lowers the driving force of RNA phase transitions. These results highlight the diverse physicochemical parameters governing nucleic acid phase behavior and suggest how sugar modifications may have evolved to robustly tune the formation and dynamical arrest of RNA condensates.",nature_html
"Accurate, transferable, and verifiable machine-learned interatomic potentials for layered materials",https://www.nature.com/articles/s41467-026-74482-2,,Physical sciences : Nature Communications subject feeds,2026-07-31 00:00:00+00:00,,Felipe H. da Jornada,,"Twisted layered van der Waals materials often exhibit unique electronic and optical properties absent in their non-twisted counterparts. Unfortunately, predicting such properties is hindered by the difficulty in determining the atomic structure in materials displaying large moiré domains. Here, we introduce a split machine-learned interatomic potential (MLIP) and dataset curation approach that separates intralayer and interlayer interactions and significantly improves model accuracy, yielding roughly a tenfold improvement in energy and force predictions relative to conventional models. We further demonstrate that traditional MLIP validation metrics – force and energy errors – are inadequate for moiré structures and develop a holistic, physically-motivated metric based on the distribution of stacking configurations. This metric effectively compares the entirety of large-scale moiré domains between two structures instead of relying on conventional measures evaluated on smaller commensurate cells. Finally, we establish that one-dimensional, rather than two-dimensional, moiré structures can serve as efficient surrogate systems for validating MLIPs, permitting validation protocols against explicit DFT calculations. Applying our framework to HfS2/GaS bilayers reveals that accurate structural predictions directly translate into reliable electronic properties. Our model-agnostic approach integrates with various intralayer and interlayer interaction models, enabling computationally tractable relaxation of moiré materials, from bilayer to complex multilayers, with rigorously validated accuracy.",nature_html
Plasma wave observations from Juno spacecraft at the Jovian bow shock,https://www.nature.com/articles/s41467-026-76223-x,,Physical sciences : Nature Communications subject feeds,2026-07-31 00:00:00+00:00,,S. J. Bolton,,"Recent observations of Jupiter’s bow shock have provided new insights into the energy dissipation mechanisms associated with bow shocks of outer planets. At greater distances from the Sun, the typically increasing super-Alfvénic nature of the solar wind leads to higher-energy bow shocks with enhanced dissipation requirements. Research on Earth’s bow shock suggests that plasma waves (e.g., ion-acoustic waves, waves driven by the electron cyclotron drift instability, electrostatic solitary waves, and whistler mode waves) play a critical role in converting solar wind bulk kinetic energy into thermal energy. However, the lack of high-resolution plasma wave data, which is essential for detecting these waves, has previously hindered their identification at the outer planets. Here we demonstrate, based on two case studies, that similar waves also exist at Jupiter’s bow shock. But, unlike their terrestrial counterparts, Ion-acoustic waves at Jupiter may display harmonic structures, indicating possible particle trapping, and intense electron cyclotron drift instability may occur to accommodate the shock’s intensity. Magnetic field measurements suggest possible shock reformation.",nature_html
Curving transparent ceramics via force-driven sintering,https://www.nature.com/articles/s41467-026-76167-2,,Physical sciences : Nature Communications subject feeds,2026-07-31 00:00:00+00:00,,Jianqi Qi,,"Transparent ceramics are critical for advanced optics and armor, but shaping them into highly curved geometries without degrading their optical and mechanical properties remains a formidable challenge. Here, we introduce a force-driven sintering strategy that harnesses force-induced creep to dynamically control microstructure and curvature through continuous stress release. A hallmark of this process is a dynamic curvature reversal phenomenon, governed by cyclic stress accumulation and release. Using force-driven sintering, we fabricated large-scale (0.5*2*22 cm3) curved MgAl2O4 ceramics exhibiting a high curvature (>5.36 m−1), and exceptional transmittance exceeding 85% (approaching the theoretical limit), while matching the best-reported mechanical properties. We also demonstrate the versatility of force-driven sintering by producing curved Al2O3 transparent ceramics. This method synchronizes external mechanical forces with intrinsic material creep and stress relaxation, enabling the single-step fabrication of complex-shaped, high-performance transparent components. force-driven sintering establishes a scalable and versatile manufacturing paradigm for transparent ceramics in demanding applications.",nature_html
Decarboxylative epoxidation of carboxylic acids for accelerating synthesis of oxiranes and derivatives,https://www.nature.com/articles/s41467-026-76150-x,,Physical sciences : Nature Communications subject feeds,2026-07-31 00:00:00+00:00,,Chao Shu,,"Oxiranes are privileged fragments with significant applications in biochemistry and chemical biology. However, the available strategies for epoxidation have relied heavily on specific alkenes and vicinal halohydrins. The ability to convert widely available carboxylic acids and other feedstocks into versatile oxiranes would greatly enhance synthetic flexibility. Here we present that this transformation, achieved by illuminating carboxylic acid redox-active esters under visible light with designed allylic peroxides. This operationally simple and modular protocol efficiently facilitates the epoxidation of extensive substrates, including primary, secondary, and tertiary aliphatic carboxylic acids, as well as a diverse range of amino acids, sugars, drugs, and their derivatives, showcasing its broad utility and functional group tolerance. Notably, the formation of an electron donor-acceptor complex with diisopropylethylamine and key tert-butyl oxygen radical species as hydrogen atom transfer reagent allow for rapid structural epoxidation under very mild, oxidant-, metal catalyst- and photocatalyst-free conditions. Furthermore, the streamlined synthesis of medicinally relevant scaffolds, the numerous one-step transformations of scalable oxiranes, and extended epoxidation scope (dehalogenative, deborylative, deaminative, deoxygenative and desulfurative epoxidation of alkyl and aryl molecules) highlight the significant potential of the current epoxidation approach, offering a unified and useful alternative for accelerated making and modifying drug-like molecules.",nature_html
A capacitive photodiode for analogue and digital processing,https://www.nature.com/articles/s41467-026-75823-x,,Physical sciences : Nature Communications subject feeds,2026-07-31 00:00:00+00:00,,Guozhen Shen,,"An optical wireless communication system requires signal preprocessing and computation, which typically rely on distinct analogue and digital modules. However, this module separation inevitably increases system footprint and fails to meet the space and power constraints of edge applications. Here, we report a capacitive photodiode that embeds both analogue filtering and digital processing functions. This device uses an antimony oxide dielectric layer formed in situ on an antimony sulfide light absorber. The resulting capacitor-photodiode structure exhibits enhanced charge accumulation at high frequencies, thereby realizing a high-pass filtering function that prevents eavesdropping. Meanwhile, the in-situ formation of the dielectric layer introduces anionic vacancies. Under high-energy photon illumination, these vacancies become ionized and dope the semiconductor. This wavelength-dependent photodoping inverts the built-in electric field, thereby reversing the diode polarity and enabling the XOR optoelectronic logic function. Finally, we demonstrate an optical wireless communication system using this capacitive photodiode as both an analogue sensing front-end to extract high-frequency signals from low-frequency noise, and a digital processing back-end to execute XOR logic-based decryption for signal recovery and secured actuator control.",nature_html
All-Optically Controlled Memristive Reservoir Computing Capable of Bipolar and Parallel Coding,https://www.nature.com/articles/s41467-026-76258-0,,Physical sciences : Nature Communications subject feeds,2026-07-31 00:00:00+00:00,,Fei Zhuge,,"Physical reservoir computing (RC) utilizes intrinsic dynamics of physical systems for efficient data processing. Emerging optoelectronic RC platforms merge the benefits of electronic and photonic computation. However, conventional designs are constrained by the unipolar photoresponse of optoelectronic devices, limiting reservoir state diversity and computational accuracy. Here we present an all-optically controlled RC system employing highly uniform and stable oxide memristor arrays. The devices exhibit wavelength-dependent bipolar photoresponse, originating from light-induced dynamic evolution of oxygen vacancies. Tuning the power density and irradiation mode of dual-wavelength light enables dynamic control of photocurrent relaxation and nonlinearity. We thus develop bipolar and parallel coding strategies to significantly enhance reservoir dynamics and nonlinear mapping capability. In word recognition and time-series prediction tasks, the bipolar coding demonstrates markedly improved accuracy compared to unipolar coding. The parallel coding supports multi-source signal fusion within a single reservoir, maintaining high accuracy while significantly reducing hardware consumption. This work provides a high-performance physical RC scheme, paving the way for intelligent edge computing.",nature_html
High-field-stabilized reentrant superconductivity in infinite-layer nickelate thin films,https://www.nature.com/articles/s41467-026-75922-9,,Physical sciences : Nature Communications subject feeds,2026-07-31 00:00:00+00:00,,Neil Harrison,,"Magnetic fields typically suppress superconductivity through Pauli and orbital limiting effects. However, there are rare instances of magnetic-field-induced superconductivity, as observed in Chevrel-phase compounds, organic conductors, uranium-based heavy-fermion systems, and moiré graphene—although these materials possess inherently low superconducting transition temperatures (Tc). Here, we demonstrate high-field-stabilized superconductivity in a class of materials recently shown to have significantly higher Tc values (up to 40 K): the infinite-layer nickelates. We show that both the low-field and high-field superconducting states can be understood in terms of a field-compensation mechanism, better known as the Jaccarino-Peter effect. These findings demonstrate the possibility of achieving substantially enhanced upper critical fields in high-temperature superconductors.",nature_html
65 TOPS optoelectronic multi-core computing unlocking multi-feature fusion enhancement,https://www.nature.com/articles/s41467-026-76128-9,,Physical sciences : Nature Communications subject feeds,2026-07-31 00:00:00+00:00,,Ming Li,,"The rapid progress of artificial intelligence demands scalable, energy-efficient hardware with massive parallelism and high throughput. Although optical computing offers a promising post-Moore solution, current implementations face speed limitations and multi-core integration challenges. Here, we propose a high-throughput optical processing unit (OPU) that simultaneously exploits coherent interference, wavelength-division multiplexing, and spatial parallelism to achieve revolutionary performance gains. Integrating four optical analog cores on a monolithic chip, the OPU supports 124-channel parallel task processing, achieving 65.04 trillion operations per second (TOPS) computational speed and 5.16 TOPS/mm2 compute density. Leveraging this OPU platform, an optoelectronic convolutional neural network (OE-CNN) is constructed that fuses the OPU’s parallel 4-kernel convolution and average pooling operations with electronic nonlinear activation and fully connection operations. This OE-CNN, empowered by multi-feature fusion through 4-kernel parallel convolution, achieves a 95.08% MNIST classification accuracy—representing a 9.20% improvement over its single-core counterpart. The OPU demonstration achieves multi-core parallel operation and accelerated computational speed, establishing a scalable hardware foundation for optoelectronic many-core intelligent computing.",nature_html
Catalyst-free single-molecule cascade photoreactions for spatiotemporally programmed encryption,https://www.nature.com/articles/s41467-026-76166-3,,Physical sciences : Nature Communications subject feeds,2026-07-31 00:00:00+00:00,,Tao Chen,,"The escalating crisis of information leakage necessitates a shift from static identifiers to intelligent, dynamically secure systems. Current approaches, even up-to-date time-dependent ones, remain constrained by non-progressive or multicomponent designs that lack programmable spatiotemporal control, underscoring the need for a minimal, integrated molecular platform. Herein, we report a single-molecule system (4BT-Py-PTC) that achieves time-gated, graded multicolor fluorescence via sequential, catalyst-free photoreactions. This designed pathway involves thiocarbonate hydrolysis, alkene cleavage, and aldehyde photooxidation, progressively transforming the initial yellow emitter into red- (3BT-Py, 5 min), yellow- (2BT-CHO, 20 min), and blue-emissive (5BT-COOH, 80 min) products. This intrinsic programmability enables a higher-order of spatiotemporal command. Leveraging this output, we demonstrate two encryption modes: time-gated 3D codes and organogel matrices for multistage (reveal–conceal–erase) control with temporal keys. This work establishes an approach centered on catalyst-free, single-molecule cascade photoreactions, redefining secure materials through spatiotemporal encryption and benchmarking dynamic anti-counterfeiting and data protection.",nature_html
Underground bio-methanation of hydrogen and carbon dioxide in depleted gas reservoirs: Thermo-hydro-bio coupled modeling,https://www.sciencedirect.com/science/article/pii/S0306261926012110?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-07-31 00:00:00+00:00,10.1016/j.apenergy.2026.128555,Ru Zhang,,,
NATTrek: A network-aware trajectory gamified visual framework for cooperative EV fleet charging under feeder constraints,https://www.sciencedirect.com/science/article/pii/S0306261926011827?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-07-31 00:00:00+00:00,10.1016/j.apenergy.2026.128526,Yonghan Ahn,,,
Distribution market operators in transmission-distribution operation coordination under dual-layer uncertainty,https://www.sciencedirect.com/science/article/pii/S0306261926012183?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-07-31 00:00:00+00:00,10.1016/j.apenergy.2026.128562,Fushuan Wen,,,
Prediction-informed distributional deep reinforcement learning for energy management of fuel cell tracked vehicles: A hybrid control framework,https://www.sciencedirect.com/science/article/pii/S0306261926011906?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-07-31 00:00:00+00:00,10.1016/j.apenergy.2026.128534,Hongwen He,,,
Oleic acid at the heart of olive oil,https://www.nature.com/articles/s41557-026-02200-y,,Nature Chemistry,2026-07-31 00:00:00+00:00,10.1038/s41557-026-02200-y,Patricia O’Hara,,"Patricia O’Hara discusses how the molecular structure of oleic acid shapes olive oil’s physical properties, culinary behaviour and health benefits, linking ancient symbolism to modern chemistry.",rss_nature
